0.48
4
1.33333
64
74
20.6667
40
1.64
0.333333
0.333333
0.48
0.333333
0.48
0.48
3.94667
0.333333
0.466667
0.333333
0.48
4.09333
0.333333
0.333333
0.48
6.68
67.1067
0.48
0.48
1.26667
219.333
0.133333
3.33333
19
6.01333
87
129
2.37333
111.333
