0.28
1.61333
1.33333
9
3
0.48
4.33333
11.6667
0.333333
0.48
0.333333
2
0.333333
0.48
16.3333
57.1733
52.8267
0.266667
15.68
35.6667
61.1067
1.66667
40.4133
46
95.84
