0.293333
3
0.48
0.48
0.48
0.333333
0.48
0.333333
42.56
0.333333
2
0.333333
0.48
0.48
2.26667
0.48
2.61333
0.48
0.333333
0.48
4
0.64
0.493333
0.333333
3
0.48
0.48
131.107
19.3333
1.33333
155.8
0.106667
1.33333
22.9867
35.1867
6.30667
0.666667
119.333
8.70667
10.3333
9
