#Station Long Name,Moore River - Quinns Ford
#Station Number,617001
#Station Location Latitude,-30.982356644
#Station Location Longitude,115.818947142
#Parameter Type Name,Water Course Discharge
#Timeseries Name,DMQaQc.Merged.MonthlyMean.CalMonth
#Unit Name,cubic meter per second
#DATA_OWNER_NAME,WA - Department of Water and Environmental Regulation
#Rows,634
#Timestamp,Value,Quality Code,Interpolation Type
2018-02-01T00:00:00.000+08:00,0.423,110,603
2018-03-01T00:00:00.000+08:00,0.454,110,603
2018-04-01T00:00:00.000+08:00,0.304,110,603
2018-05-01T00:00:00.000+08:00,0.516,110,603
2018-06-01T00:00:00.000+08:00,1.395,110,603
2018-07-01T00:00:00.000+08:00,7.958,110,603
2018-08-01T00:00:00.000+08:00,16.869,110,603
2018-09-01T00:00:00.000+08:00,4.928,110,603
2018-10-01T00:00:00.000+08:00,1.505,110,603
2018-11-01T00:00:00.000+08:00,0.503,110,603
2018-12-01T00:00:00.000+08:00,0.303,110,603
2019-01-01T00:00:00.000+08:00,0.162,110,603
2019-02-01T00:00:00.000+08:00,0.120,110,603
2019-03-01T00:00:00.000+08:00,0.133,110,603
2019-04-01T00:00:00.000+08:00,0.132,110,603
2019-05-01T00:00:00.000+08:00,0.168,110,603
2019-06-01T00:00:00.000+08:00,1.315,110,603
2019-07-01T00:00:00.000+08:00,3.031,110,603
2019-08-01T00:00:00.000+08:00,1.291,110,603
2019-09-01T00:00:00.000+08:00,1.042,110,603
2019-10-01T00:00:00.000+08:00,0.294,110,603
2019-11-01T00:00:00.000+08:00,0.168,110,603
2019-12-01T00:00:00.000+08:00,0.083,110,603
2020-01-01T00:00:00.000+08:00,0.079,110,603
2020-02-01T00:00:00.000+08:00,0.283,110,603
2020-03-01T00:00:00.000+08:00,0.465,110,603
2020-04-01T00:00:00.000+08:00,0.153,110,603
2020-05-01T00:00:00.000+08:00,0.219,110,603
2020-06-01T00:00:00.000+08:00,0.446,110,603
2020-07-01T00:00:00.000+08:00,0.622,110,603
2020-08-01T00:00:00.000+08:00,,-1,603
2020-09-01T00:00:00.000+08:00,,-1,603
2020-10-01T00:00:00.000+08:00,,-1,603
2020-11-01T00:00:00.000+08:00,,-1,603
2020-12-01T00:00:00.000+08:00,0.085,140,603
2021-01-01T00:00:00.000+08:00,0.062,140,603
2021-02-01T00:00:00.000+08:00,0.339,140,603
2021-03-01T00:00:00.000+08:00,1.992,140,603
2021-04-01T00:00:00.000+08:00,0.176,140,603
2021-05-01T00:00:00.000+08:00,0.358,140,603
2021-06-01T00:00:00.000+08:00,1.061,110,603
2021-07-01T00:00:00.000+08:00,9.095,110,603
2021-08-01T00:00:00.000+08:00,12.206,110,603
2021-09-01T00:00:00.000+08:00,1.641,110,603
2021-10-01T00:00:00.000+08:00,0.918,110,603
2021-11-01T00:00:00.000+08:00,0.513,110,603
2021-12-01T00:00:00.000+08:00,0.161,110,603
2022-01-01T00:00:00.000+08:00,0.092,110,603
2022-02-01T00:00:00.000+08:00,,-1,603
