1949	1	673.3
1949	2	1254
1949	3	744.3
1949	4	1044
1949	5	406.6
1949	6	273.3
1949	7	214.5
1949	8	150.1
1949	9	192.7
1949	10	287.3
1949	11	249.5
1949	12	607.4
1950	1	1257
1950	2	1167
1950	3	1637
1950	4	2231
1950	5	869.2
1950	6	599.4
1950	7	270
1950	8	186.5
1950	9	423.2
1950	10	395.5
1950	11	592
1950	12	1080
1951	1	987.1
1951	2	1237
1951	3	1301
1951	4	1107
1951	5	952.3
1951	6	424.8
1951	7	399.7
1951	8	225.2
1951	9	212.4
1951	10	431.1
1951	11	652.4
1951	12	585.6
1952	1	1036
1952	2	892
1952	3	1108
1952	4	1281
1952	5	704.7
1952	6	396.7
1952	7	188.6
1952	8	166.8
1952	9	187.6
1952	10	203.4
1952	11	329.4
1952	12	444.3
1953	1	382.7
1953	2	370
1953	3	657
1953	4	616.2
1953	5	548.1
1953	6	314
1953	7	225.8
1953	8	179.1
1953	9	129.7
1953	10	137
1953	11	179.1
1953	12	232.1
1954	1	189.4
1954	2	631
1954	3	931.8
1954	4	983.9
1954	5	556.5
1954	6	499.5
1954	7	261.6
1954	8	125.3
1954	9	122.4
1954	10	895.4
1954	11	576.9
1954	12	541.2
1955	1	781.3
1955	2	547.7
1955	3	1067
1955	4	686.9
1955	5	353.2
1955	6	276.2
1955	7	178.4
1955	8	145.3
1955	9	103.5
1955	10	210
1955	11	420.7
1955	12	311
1956	1	205.6
1956	2	248.3
1956	3	1108
1956	4	828.1
1956	5	1914
1956	6	581.7
1956	7	266.8
1956	8	409
1956	9	244.8
1956	10	170.7
1956	11	248.7
1956	12	366.9
1957	1	304.5
1957	2	436.4
1957	3	557.5
1957	4	639.8
1957	5	604.1
1957	6	400.7
1957	7	565.8
1957	8	204.9
1957	9	239.1
1957	10	264.7
1957	11	529
1957	12	636
1958	1	443.2
1958	2	299.4
1958	3	498.3
1958	4	410.1
1958	5	192.1
1958	6	160.1
1958	7	175.3
1958	8	149.7
1958	9	121.3
1958	10	153.9
1958	11	288.6
1958	12	243.5
1959	1	201
1959	2	496.1
1959	3	1268
1959	4	1025
1959	5	522.5
1959	6	224.4
1959	7	101.7
1959	8	145.6
1959	9	194.7
1959	10	368.8
1959	11	525.3
1959	12	554.9
1960	1	724
1960	2	714.8
1960	3	558.5
1960	4	1114
1960	5	582
1960	6	507.8
1960	7	298.2
1960	8	177.3
1960	9	135
1960	10	171.1
1960	11	278.2
1960	12	199.5
1961	1	160.7
1961	2	211.6
1961	3	572
1961	4	753.8
1961	5	723.8
1961	6	322.3
1961	7	144.8
1961	8	179.2
1961	9	335.2
1961	10	227.9
1961	11	381.3
1961	12	296.4
1962	1	261.6
1962	2	324.6
1962	3	1092
1962	4	545.3
1962	5	315.6
1962	6	191.3
1962	7	139.7
1962	8	136.6
1962	9	215.5
1962	10	217.9
1962	11	301.3
1962	12	219.7
1963	1	171.8
1963	2	153.1
1963	3	582.4
1963	4	447.6
1963	5	380.4
1963	6	317.6
1963	7	129.8
1963	8	88.2
1963	9	83
1963	10	73.9
1963	11	128
1963	12	156.4
1964	1	173.2
1964	2	179.6
1964	3	260.8
1964	4	361.7
1964	5	368.1
1964	6	192.7
1964	7	137.1
1964	8	94.2
1964	9	105
1964	10	90.8
1964	11	153.5
1964	12	195.2
1965	1	243.7
1965	2	550
1965	3	750.1
1965	4	894.4
1965	5	361.9
1965	6	181.9
1965	7	79.3
1965	8	76.1
1965	9	127.2
1965	10	122.3
1965	11	234.9
1965	12	447.5
1966	1	362.2
1966	2	297.5
1966	3	491.5
1966	4	383.6
1966	5	529.1
1966	6	188.5
1966	7	146.5
1966	8	105.5
1966	9	98.2
1966	10	102.1
1966	11	268
1966	12	460.5
1967	1	346
1967	2	418.1
1967	3	788.9
1967	4	851
1967	5	364.3
1967	6	344.5
1967	7	256.7
1967	8	134.6
1967	9	125.9
1967	10	282.2
1967	11	451.8
1967	12	649.9
1968	1	476.2
1968	2	1038
1968	3	601.8
1968	4	784
1968	5	657.9
1968	6	1148
1968	7	1130
1968	8	569.2
1968	9	377.4
1968	10	332.5
1968	11	516.9
1968	12	683.2
1969	1	875.3
1969	2	774.6
1969	3	573.2
1969	4	1156
1969	5	1098
1969	6	885.8
1969	7	740.5
1969	8	345.3
1969	9	169.4
1969	10	268.1
1969	11	418.4
1969	12	396.4
1970	1	302.5
1970	2	333
1970	3	683.8
1970	4	898.1
1970	5	615
1970	6	422.7
1970	7	351.2
1970	8	178
1970	9	182.3
1970	10	393.5
1970	11	553
1970	12	532.8
1971	1	312.6
1971	2	998.3
1971	3	985.7
1971	4	582
1971	5	285.8
1971	6	173.6
1971	7	94
1971	8	52.7
1971	9	104
1971	10	160.3
1971	11	200.2
1971	12	315.2
1972	1	392.8
1972	2	243.1
1972	3	568.1
1972	4	657.9
1972	5	570.9
1972	6	198.7
1972	7	213.5
1972	8	200
1972	9	270.3
1972	10	283
1972	11	601.9
1972	12	641
1973	1	978.7
1973	2	565.8
1973	3	1355
1973	4	1015
1973	5	756.7
1973	6	706.2
1973	7	525.9
1973	8	444
1973	9	207.9
1973	10	324.1
1973	11	574.9
1973	12	743.4
1974	1	1110
1974	2	1118
1974	3	1966
1974	4	1635
1974	5	1199
1974	6	575.1
1974	7	252.5
1974	8	239.1
1974	9	168.8
1974	10	213.4
1974	11	377
1974	12	382.9
1975	1	671.6
1975	2	721.5
1975	3	885.1
1975	4	1081
1975	5	605.1
1975	6	398.5
1975	7	238.2
1975	8	293.3
1975	9	918.8
1975	10	397.1
1975	11	512.4
1975	12	875.3
1976	1	503.5
1976	2	1431
1976	3	1867
1976	4	968.1
1976	5	1136
1976	6	413.9
1976	7	337
1976	8	150.5
1976	9	139.1
1976	10	240.3
1976	11	331.6
1976	12	243.3
1977	1	192
1977	2	275.3
1977	3	769.4
1977	4	836.2
1977	5	383.9
1977	6	230.8
1977	7	193.6
1977	8	118.8
1977	9	170.9
1977	10	219.1
1977	11	344.4
1977	12	500.3
1978	1	330
1978	2	316.2
1978	3	861.5
1978	4	966.3
1978	5	594.9
1978	6	273.1
1978	7	149.3
1978	8	98.4
1978	9	103.7
1978	10	169.6
1978	11	289.7
1978	12	314.6
1979	1	293.6
1979	2	206.7
1979	3	760
1979	4	914.6
1979	5	533.4
1979	6	238.9
1979	7	369.4
1979	8	254.8
1979	9	116.9
1979	10	164.6
1979	11	387.2
1979	12	504.4
1980	1	456.8
1980	2	288.6
1980	3	702.8
1980	4	1179
1980	5	632.8
1980	6	614.8
1980	7	216.5
1980	8	437.9
1980	9	562.5
1980	10	409.2
1980	11	405.5
1980	12	514.5
1981	1	318.4
1981	2	910.8
1981	3	699.8
1981	4	752.2
1981	5	702.3
1981	6	421.9
1981	7	191.3
1981	8	162.2
1981	9	537.5
1981	10	903.6
1981	11	667.5
1981	12	473.7
1982	1	430.5
1982	2	397.9
1982	3	1654
1982	4	1216
1982	5	441.3
1982	6	509.5
1982	7	365
1982	8	172
1982	9	154.3
1982	10	172.8
1982	11	584
1982	12	636.8
1983	1	395.9
1983	2	418.3
1983	3	626.9
1983	4	1076
1983	5	1178
1983	6	526
1983	7	233
1983	8	186.7
1983	9	129.4
1983	10	184.5
1983	11	439.2
1983	12	598.3
1984	1	312.5
1984	2	576.3
1984	3	772.3
1984	4	756.7
1984	5	711.6
1984	6	383.6
1984	7	116.6
1984	8	100.8
1984	9	136.8
1984	10	217.5
1984	11	430
1984	12	381.6
1985	1	610.4
1985	2	708.2
1985	3	1556
1985	4	1165
1985	5	420
1985	6	371.4
1985	7	222.5
1985	8	230.1
1985	9	275.4
1985	10	409.4
1985	11	772.5
1985	12	643
1986	1	487
1986	2	742.1
1986	3	1355
1986	4	711.2
1986	5	454.7
1986	6	490.8
1986	7	377.2
1986	8	181.4
1986	9	360
1986	10	848.6
1986	11	502.1
1986	12	626
1987	1	455.2
1987	2	397.5
1987	3	608
1987	4	480.5
1987	5	227.3
1987	6	175.6
1987	7	145
1987	8	185.1
1987	9	247.4
1987	10	242.5
1987	11	492.1
1987	12	820.5
1988	1	533.6
1988	2	600.2
1988	3	750
1988	4	839.5
1988	5	270.2
1988	6	73.1
1988	7	62.9
1988	8	153
1988	9	215
1988	10	320.6
1988	11	863.7
1988	12	487
1989	1	511.3
1989	2	380.5
1989	3	502.1
1989	4	673.7
1989	5	378
1989	6	1045
1989	7	406.4
1989	8	167.3
1989	9	337.9
1989	10	240.1
1989	11	560.5
1989	12	361.5
1990	1	643.1
1990	2	923.8
1990	3	1423
1990	4	996.4
1990	5	784.4
1990	6	411
1990	7	205
1990	8	186.6
1990	9	377.4
1990	10	825.5
1990	11	778
1990	12	818.3
1991	1	951.4
1991	2	733.1
1991	3	802.1
1991	4	815.8
1991	5	577.9
1991	6	368.5
1991	7	132.4
1991	8	186.7
1991	9	127.9
1991	10	264.2
1991	11	493.9
1991	12	569.5
1992	1	479.5
1992	2	509.8
1992	3	703.2
1992	4	805.8
1992	5	565.3
1992	6	275.2
1992	7	353.9
1992	8	416.5
1992	9	547.3
1992	10	543.1
1992	11	1018
1992	12	683.9
1993	1	1243
1993	2	618.9
1993	3	932.4
1993	4	1255
1993	5	621.5
1993	6	719.8
1993	7	446.7
1993	8	229
1993	9	441.8
1993	10	518.6
1993	11	487.6
1993	12	421.7
1994	1	343.3
1994	2	601.4
1994	3	970.5
1994	4	694.7
1994	5	537.1
1994	6	304.9
1994	7	412.5
1994	8	381.3
1994	9	248.9
1994	10	391
1994	11	652.4
1994	12	686.1
1995	1	689
1995	2	457.3
1995	3	911.1
1995	4	770
1995	5	627.2
1995	6	362.7
1995	7	378.8
1995	8	583.8
1995	9	171
1995	10	266.6
1995	11	713.6
1995	12	460.7
1996	1	399.4
1996	2	413.5
1996	3	618.2
1996	4	648.3
1996	5	962.5
1996	6	818.5
1996	7	285.4
1996	8	138.5
1996	9	188
1996	10	263.1
1996	11	564.7
1996	12	618.4
1997	1	601.2
1997	2	861.1
1997	3	1203
1997	4	909.7
1997	5	839.4
1997	6	543.8
1997	7	336.8
1997	8	332.8
1997	9	457.8
1997	10	396.5
1997	11	623.9
1997	12	522.7
1998	1	879.8
1998	2	1058
1998	3	1308
1998	4	1028
1998	5	668.5
1998	6	308.1
1998	7	208.3
1998	8	220.3
1998	9	152.2
1998	10	167.5
1998	11	313.4
1998	12	297.3
1999	1	425.8
1999	2	556.7
1999	3	482.1
1999	4	683.4
1999	5	411.6
1999	6	168.5
1999	7	234.1
1999	8	155.6
1999	9	101.4
1999	10	130.6
1999	11	236.9
1999	12	293.5
2000	1	256.6
2000	2	241.2
2000	3	315.1
2000	4	359.7
2000	5	574.7
2000	6	639.9
2000	7	538.6
2000	8	688.8
2000	9	571.9
2000	10	496.2
2000	11	498.2
2000	12	479.8
2001	1	445.8
2001	2	1335
2001	3	1032
2001	4	674.9
2001	5	693.1
2001	6	673.5
2001	7	153.3
2001	8	155.2
2001	9	203.8
2001	10	901.9
2001	11	722.3
2001	12	802.6
2002	1	480.2
2002	2	809.8
2002	3	928.6
2002	4	704.8
2002	5	598
2002	6	322.9
2002	7	110.1
2002	8	115.2
2002	9	89.1
2002	10	132.9
2002	11	271.6
2002	12	217.3
2003	1	186.7
2003	2	158.7
2003	3	398.5
2003	4	512.2
2003	5	531.1
2003	6	338.9
2003	7	107
2003	8	103.4
2003	9	152.6
2003	10	187.3
2003	11	437.8
2003	12	387.8
2004	1	381.4
2004	2	290.1
2004	3	765.1
2004	4	324.4
2004	5	971.2
2004	6	774.7
2004	7	396
2004	8	396.4
2004	9	174.8
2004	10	151.5
2004	11	452
2004	12	618.4
2005	1	1100
2005	2	961.4
2005	3	931.2
2005	4	576.6
2005	5	361.2
2005	6	171.1
2005	7	176.6
2005	8	144.6
2005	9	141.1
2005	10	140.6
2005	11	338.9
2005	12	357
2006	1	741.4
2006	2	871.6
2006	3	913.9
2006	4	757
2006	5	986.5
2006	6	383.4
2006	7	231
2006	8	156.4
2006	9	294.4
2006	10	431
2006	11	619.3
2006	12	961.3
2007	1	1324
2007	2	421.7
2007	3	1152
2007	4	744.3
2007	5	606.5
2007	6	512.5
2007	7	113.5
2007	8	315.5
2007	9	339.8
2007	10	250.7
2007	11	370.8
2007	12	626
2008	1	1197
2008	2	1095
2008	3	1158
2008	4	990.2
2008	5	394.9
2008	6	511.3
2008	7	430.1
2008	8	131.6
2008	9	659.1
2008	10	360.3
2008	11	526.9
2008	12	737.5
2009	1	806.3
2009	2	1094
2009	3	1598
2009	4	1402
2009	5	1321
2009	6	989.6
2009	7	403.5
2009	8	291.1
2009	9	266.8
2009	10	406
2009	11	509.1
2009	12	530.3
2010	1	477.2
2010	2	380.4
2010	3	896.7
2010	4	470.1
2010	5	1100
2010	6	1043
2010	7	432.9
2010	8	286.7
2010	9	146.5
2010	10	152.6
2010	11	318.3
2010	12	318.5
2011	1	278.2
2011	2	361.7
2011	3	1246
2011	4	1141
2011	5	1829
2011	6	890.6
2011	7	357.0
2011	8	691.9
2011	9	471.1
2011	10	565.7
2011	11	800.5
2011	12	1406
2012	1	945.9
2012	2	834.7
2012	3	1174
2012	4	599.5
2012	5	453.5
2012	6	169.5
2012	7	99.9
2012	8	205.6
2012	9	118.3
2012	10	217.5
2012	11	303.7
2012	12	335.3
2013	1	460.5
2013	2	616.4
2013	3	635.8
2013	4	1132
2013	5	601.2
2013	6	609.4
2013	7	442.6
2013	8	365.0
2013	9	358.6
2013	10	264.3
2013	11	437.9
2013	12	378.8
